0.179823,0.663827,7,7
0.019862,0.103068,1,1
0.186999,0.626142,7,7
0.179602,0.663315,7,7
0.033085,0.118207,1,1
0.331013,0.145061,3,3
0.009219,0.475893,7,7
0.416116,0.475697,2,2
0.016768,0.109127,1,1
0.166866,0.633607,7,7
0.764907,0.846331,4,4
0.28543,0.183825,3,3
0.415459,0.46078,2,2
0.45977,0.726771,0,0
0.186438,0.611101,7,7
0.946154,0.853151,6,6
0.386521,0.461712,2,2
0.475221,0.738845,8,8
0.042238,0.127414,1,1
0.352529,0.321256,9,9
0.783162,0.801414,4,4
0.177432,0.027182,10,10
0.284817,0.184131,3,3
0.878047,0.855719,6,6
0.20822,0.615745,7,7
0.748392,0.849509,4,4
0.323021,0.310158,9,9
0.326689,0.16702,3,3
0.770853,0.825685,4,4
0.447111,0.505746,2,2
0.328273,0.144256,3,3
0.165998,-0.018691,10,10
0.03423,0.080277,1,1
0.480801,0.761861,8,8
0.159037,0.005786,10,10
0.170745,0.036081,10,10
-0.004486,0.484761,7,7
0.002319,0.482346,7,7
0.342193,0.138628,3,3
0.181705,0.024907,10,10
0.18226,0.607053,7,7
0.752262,0.117432,5,5
0.182572,0.633767,7,7
0.283586,0.144966,3,3
0.029136,0.488108,7,7
0.01951,0.152568,1,1
0.056818,0.48663,7,7
0.797638,0.778404,4,4
0.900826,0.868136,6,6
0.159847,0.643913,7,7
0.190601,0.017687,10,10
0.772622,0.82129,4,4
0.432576,0.729311,0,0
0.1688,0.66899,7,7
0.736402,0.818615,4,4
0.933318,0.848137,6,6
0.927088,0.864727,6,6
0.011192,0.119814,1,1
0.478542,0.705053,11,11
0.339338,0.349643,9,9
0.95893,0.849899,6,6
0.720415,0.105655,5,5
-0.018241,0.506232,7,7
0.027307,0.119503,1,1
0.915858,0.836496,6,6
0.190559,0.02463,10,10
0.453284,0.735034,0,0
0.335143,0.144412,3,3
0.452601,0.707537,11,11
0.870799,0.873088,6,6
0.473419,0.731708,8,8
0.918364,0.829876,6,6
0.892551,0.84889,6,6
0.46562,0.710954,11,11
0.19335,0.055465,10,10
0.789912,0.850473,4,4
0.18169,0.037907,10,10
0.005244,0.505771,7,7
0.005212,0.477592,7,7
0.167382,0.033458,10,10
