400.807,174.703,5,5
401.154,70.4504,4,4
294.722,30.2968,10,10
415.367,86.6335,4,4
181.464,83.2546,9,9
422.776,173.824,5,5
312.289,274.349,1,1
411.244,47.2332,4,4
81.2379,52.1238,6,6
409.566,162.424,5,5
434.243,168.974,5,5
223.152,225.796,8,8
291.323,71.346,10,10
182.039,121.81,9,9
118.062,290.111,3,3
424.672,66.2602,4,4
453.19,182.204,5,5
184.613,331.971,11,11
406.055,79.1863,4,4
442.721,189.294,5,5
193.176,306.831,11,11
263.991,94.0348,10,10
156.712,35.9763,9,9
122.766,288.77,3,3
178.978,105.443,9,9
98.795,301.667,3,3
315.691,223.827,1,1
398.086,41.0522,4,4
181.647,227.462,8,8
383.367,196.283,5,5
265.352,269.463,1,1
340.121,339.432,7,7
90.5715,197.504,6,6
307.167,169.035,2,2
378.776,44.6497,4,4
71.8383,313.092,3,3
193.285,213.546,8,8
388.281,89.5554,4,4
212.67,237.329,8,8
333.702,239.451,1,1
406.464,218.105,5,5
218.33,316.462,11,11
444.047,167.919,5,5
108.355,182.304,6,6
231.962,124.39,9,9
256.912,324.4,11,11
91.9134,233.177,3,3
156.264,107.457,9,9
383.49,196.147,5,5
339.178,339.754,7,7
310.019,146.298,2,2
256.117,341.746,11,11
43.4841,111.883,6,6
127.479,160.805,6,6
296.862,59.8923,10,10
75.3218,76.3717,6,6
47.3238,313.475,3,3
322.144,222.567,1,1
300.345,78.3561,10,10
213.326,321.979,11,11
201.962,67.9823,9,9
292.186,34.3611,10,10
373.338,71.1697,4,4
200.709,271.656,8,8
292.231,156.587,2,2
435.027,93.9252,4,4
53.7805,302.968,3,3
447.314,214.457,5,5
294.712,337.572,7,7
207.704,266.723,8,8
206.751,259.806,8,8
77.9153,92.7305,6,6
62.5041,80.9311,6,6
68.5079,315.43,3,3
116.465,76.2016,6,6
187.213,152.484,9,9
413.455,174.215,5,5
84.1175,81.1646,6,6
205.924,111.776,9,9
451.856,270.234,0,0
418.772,183.534,5,5
319.896,240.651,1,1
300.361,249.981,1,1
152.71,111.613,9,9
318.054,155.986,2,2
137.543,290.679,3,3
406.548,196.672,5,5
348.62,50.3252,10,10
235.031,338.603,11,11
194.975,312.187,11,11
397.621,270.328,0,0
277.465,339.448,7,7
140.836,229.413,8,8
334.94,183.17,2,2
406.781,149.538,5,5
325.83,140.596,2,2
330.149,240.349,1,1
202.989,265.039,8,8
269.619,314.692,7,7
326.217,161.247,2,2
66.3996,72.8255,6,6
423.65,71.1491,4,4
439.907,229.895,5,5
309.799,257.396,1,1
46.2696,288.997,3,3
73.7077,180.255,6,6
443.545,275.551,0,0
316.319,240.003,1,1
309.394,238.825,1,1
311.276,328.158,7,7
132.705,195.55,8,8
353.871,337.487,7,7
228.226,221.619,8,8
298.719,334.335,7,7
155.819,334.647,11,11
300.448,156.06,2,2
209.549,295.307,11,11
189.165,152.665,9,9
413.757,101.632,4,4
173.13,141.034,9,9
415.091,61.7645,4,4
146.048,23.4293,9,9
177.181,57.713,9,9
199.394,243.598,8,8
437.825,286.689,0,0
187.609,86.7379,9,9
421.919,181.618,5,5
221.475,239.91,8,8
314.228,87.868,10,10
229.959,102.455,9,9
300.218,260.183,1,1
429.205,90.8965,4,4
243.833,317.019,11,11
403.303,334.105,0,0
194.948,99.854,9,9
421.269,57.525,4,4
82.7976,186.509,6,6
306.529,67.3182,10,10
397.284,196.79,5,5
312.552,266.098,1,1
205.306,181.818,8,8
198.257,137.326,9,9
290.005,265.387,1,1
74.6158,284.905,3,3
103.787,281.783,3,3
403.385,181.974,5,5
433.764,65.9815,4,4
413.576,192.254,5,5
310.394,73.4938,10,10
167.689,157.368,9,9
181.496,109.598,9,9
427.096,144.539,5,5
181.735,76.1018,9,9
340.163,323.324,7,7
298.619,56.0034,10,10
75.3591,67.0874,6,6
307.176,151.233,2,2
310.367,165.863,2,2
311.429,339.603,7,7
303.824,266.493,1,1
69.1961,307.428,3,3
439.899,156.651,5,5
96.969,63.213,6,6
179.024,140.733,9,9
185.695,57.8012,9,9
205.574,81.6031,9,9
308.003,80.8554,10,10
186.302,96.1629,9,9
77.0386,47.886,6,6
170.406,124.639,9,9
181.665,244.27,8,8
275.577,178.357,2,2
325.032,228.208,1,1
427.158,111.02,4,4
444.618,191.147,5,5
314.575,269.389,1,1
328.449,150.928,2,2
410.808,30.9106,4,4
61.8231,192.667,6,6
389.44,59.7496,4,4
177.345,327.63,11,11
261.101,326.848,11,11
398.591,281.31,0,0
169.587,225.338,8,8
170.652,263.073,8,8
313.024,80.5434,10,10
398.281,68.9652,4,4
220.478,311.401,11,11
411.208,60.6388,4,4
230.555,310.806,11,11
78.1442,90.5284,6,6
222.02,299.102,11,11
107.241,209.509,3,3
78.9933,221.878,3,3
308.002,65.7992,10,10
105.446,327.887,3,3
431.343,205.452,5,5
64.1537,180.095,6,6
351.519,31.5858,10,10
329.08,276.515,1,1
106.235,233.814,3,3
276.095,73.5903,10,10
190.096,229.397,8,8
120.139,180.784,6,6
337.921,246.591,1,1
312.694,279.628,1,1
272.204,63.3123,10,10
145.211,49.9843,9,9
95.8783,72.511,6,6
322.358,53.5388,10,10
238.839,259.874,8,8
230.893,72.6182,9,9
190.917,129.61,9,9
93.9751,145.967,6,6
146.369,126.176,9,9
292.902,70.773,10,10
288.901,171.592,2,2
217.211,225.876,8,8
261.018,38.208,10,10
320.608,227.716,1,1
200.941,245.479,8,8
295.67,160.638,2,2
407.196,317.055,0,0
322.5,73.9839,10,10
343.975,149.434,2,2
286.695,266.453,1,1
405.545,91.2357,4,4
274.065,92.3698,10,10
298.459,147.645,2,2
145.598,219.604,8,8
422.144,306.062,0,0
313.328,258.389,1,1
186.564,38.7399,9,9
399.779,308.951,0,0
217.784,197.576,8,8
325.337,43.2024,10,10
428.867,189.074,5,5
208.462,225.932,8,8
313.102,327.859,7,7
396.974,222.974,5,5
117.227,281.317,3,3
426.495,289.817,0,0
447.514,192.836,5,5
306.546,255.856,1,1
84.4096,78.4479,6,6
427.084,202.083,5,5
136.171,295.758,3,3
73.3961,71.6485,6,6
282.108,86.2876,10,10
294.291,192.108,2,2
75.2777,226.394,3,3
310.027,271.506,1,1
99.2926,84.7125,6,6
415.919,284.965,0,0
414.327,274.794,0,0
116.827,300.61,3,3
286.631,318.602,7,7
57.3528,74.5796,6,6
133.295,76.286,9,9
84.6954,21.5297,6,6
304.819,69.1063,10,10
316.433,163.454,2,2
435.439,160.596,5,5
40.9526,86.1895,6,6
424.806,80.5003,4,4
325.901,173.282,2,2
323.364,49.1001,10,10
182.047,40.3935,9,9
432.741,156.41,5,5
218.982,207.545,8,8
52.5719,206.702,6,6
180.288,69.5777,9,9
67.4857,27.6246,6,6
307.886,316.996,7,7
340.176,241.015,1,1
378.406,282.373,0,0
419.016,197.749,5,5
298.097,180.436,2,2
309.035,143.78,2,2
86.9337,68.5108,6,6
240.135,285.423,11,11
89.0067,63.5151,6,6
291.997,59.8393,10,10
292.892,53.9198,10,10
201.194,240.356,8,8
203.144,61.4665,9,9
223.054,319.868,11,11
227.275,240.093,8,8
275.669,22.3683,10,10
93.3695,206.416,3,3
327.814,215.003,1,1
55.9928,187.003,6,6
232.116,326.107,11,11
71.3198,46.2009,6,6
190.961,59.8139,9,9
185.034,326.927,11,11
297.42,157.751,2,2
76.3465,285.093,3,3
217.428,267.692,8,8
271.26,91.9034,10,10
174.759,87.6123,9,9
263.246,155.91,2,2
415.681,314.686,0,0
324.365,226.185,1,1
400.146,92.3059,4,4
101.886,169.877,6,6
304.16,163.285,2,2
417.032,185.215,5,5
79.8759,299.703,3,3
170.168,56.614,9,9
407.378,72.5627,4,4
50.6195,82.4142,6,6
422.184,89.6236,4,4
215.89,225.141,8,8
241.126,195.025,8,8
301.639,174.804,2,2
140.434,296.104,3,3
157.974,100.341,9,9
451.314,185.062,5,5
431.191,176.334,5,5
394.058,209.829,5,5
79.4802,58.2672,6,6
428.4,188.949,5,5
274.777,159.304,2,2
335.561,233.794,1,1
223.935,279.788,11,11
419.851,95.1977,4,4
214.15,107.089,9,9
178.033,38.3822,9,9
103.546,35.2985,6,6
124.593,269.977,3,3
162.392,81.3713,9,9
437.315,58.3277,4,4
450.348,206.789,5,5
154.919,146.556,9,9
337.484,241.846,1,1
249.938,234.161,8,8
225.28,327.144,11,11
69.6399,62.834,6,6
447.784,186.538,5,5
78.8469,75.2206,6,6
340.247,222.536,1,1
331.396,73.5414,10,10
282.684,315.247,7,7
318.672,284.071,1,1
332.856,335.163,7,7
282.258,86.8197,10,10
388.56,226.503,5,5
314.495,239.831,1,1
386.171,160.786,5,5
262.309,42.288,10,10
83.5952,188.941,6,6
216.103,221.858,8,8
302.738,255.526,1,1
35.4007,87.4433,6,6
332.779,279.023,1,1
108.284,178.886,6,6
315.662,258.109,1,1
422.743,190.237,5,5
80.4559,191.829,6,6
196.361,250.191,8,8
423.344,69.8416,4,4
258.641,320.461,11,11
201.834,156.873,9,9
223.076,221.39,8,8
88.467,170.405,6,6
62.3997,291.016,3,3
334.241,218.903,1,1
287.789,145.114,2,2
174.638,58.5924,9,9
414.094,170.188,5,5
375.002,186.375,5,5
119.981,216.261,3,3
448.492,203.577,5,5
251.955,333.241,11,11
234.615,346.837,11,11
326.135,210.041,1,1
300.693,55.2525,10,10
142.027,271.533,3,3
346.939,65.3535,10,10
224.922,67.8675,9,9
109.654,215.11,3,3
400.35,190.163,5,5
441.705,164.725,5,5
405.896,32.4598,4,4
120.764,333.823,3,3
265.139,318.69,11,11
334.582,141.773,2,2
397.385,327.988,0,0
86.6624,159.075,6,6
287.547,248.829,1,1
327.071,163.896,2,2
416.28,207.527,5,5
100.432,303.624,3,3
332.739,250.605,1,1
330.292,181.914,2,2
289.448,160.858,2,2
440.098,288.859,0,0
402.424,88.3127,4,4
91.4884,109.134,6,6
52.2736,198.277,6,6
181.904,248.358,8,8
240.6,303.874,11,11
54.8308,100.597,6,6
86.7418,64.0311,6,6
125.558,185.631,6,6
404.283,54.8825,4,4
403.14,51.6499,4,4
417.61,196.086,5,5
124.37,172.324,6,6
348.807,143.797,2,2
263.47,228.837,8,8
182.964,87.9748,9,9
403.729,188.273,5,5
69.563,313.805,3,3
120.592,184.642,6,6
94.6301,175.218,6,6
385.79,87.7911,4,4
100.388,86.4103,6,6
299.86,59.6057,10,10
127.134,168.146,6,6
245.682,348.138,11,11
71.0755,324.374,3,3
154.575,120.305,9,9
250.088,326.47,11,11
53.9226,194.059,6,6
378.993,55.3633,4,4
182.073,205.858,8,8
190.211,307.798,11,11
407.147,23.9709,4,4
200.78,115.929,9,9
252.241,228.019,8,8
402.977,205.428,5,5
144.849,197.36,8,8
192.98,19.2435,9,9
318.308,328.554,7,7
314.919,313.609,7,7
110.312,329.48,3,3
324.259,140.503,2,2
334.996,249.39,1,1
457.454,168.751,5,5
435.332,208.531,5,5
172.342,43.9284,9,9
218.418,345.085,11,11
424.215,102.741,4,4
290.838,98.186,10,10
65.0629,294.528,3,3
116.516,203.761,3,3
426.038,230.247,5,5
305.22,65.5007,10,10
276.667,85.9151,10,10
78.0862,331.448,3,3
264.97,36.2871,10,10
449.943,196.4,5,5
210.911,63.884,9,9
86.3493,54.7075,6,6
214.447,256.111,8,8
394.392,91.2225,4,4
204.305,239.969,8,8
312.681,270.031,1,1
320.066,328.878,7,7
336.258,75.8877,10,10
306.759,239.471,1,1
60.8508,301.298,3,3
111.085,316.881,3,3
337.766,175.485,2,2
420.874,281.63,0,0
233.48,205.388,8,8
87.3385,44.6326,6,6
390.715,183.274,5,5
267.881,43.8307,10,10
408.702,62.5695,4,4
204.138,254.677,8,8
245.403,205.56,8,8
301.127,234.059,1,1
184.547,76.9037,9,9
74.373,166.201,6,6
353.833,253.73,1,1
423.495,230.087,5,5
424.571,140.563,5,5
133.332,195.146,8,8
136.149,173.679,6,6
426.415,170.497,5,5
297.63,162.77,2,2
411.331,175.308,5,5
372.143,196.891,5,5
64.6523,75.3656,6,6
56.8792,46.7578,6,6
49.5959,293.238,3,3
48.5533,82.9852,6,6
328.059,64.2647,10,10
